"2784"	"15"	1
"2785"	"9"	1
"2785"	"15"	1
"2786"	"2"	1
"2786"	"3"	1
"2786"	"6"	1
"2786"	"8"	1
"2786"	"11"	1
"2786"	"14"	1
"2787"	"13"	1
"2788"	"6"	1
"2788"	"9"	1
"2788"	"12"	1
"2788"	"15"	1
"2789"	"11"	1
"2790"	"10"	1
"2791"	"14"	1
"2792"	"4"	1
"2792"	"5"	1
"2792"	"7"	1
"2792"	"8"	1
"2792"	"10"	1
"2792"	"11"	1
"2792"	"13"	1
"2792"	"14"	1
"2793"	"9"	1
"2793"	"15"	1
"2794"	"4"	1
"2794"	"10"	1
"2795"	"5"	1
"2795"	"8"	1
"2795"	"11"	1
"2795"	"14"	1
"2796"	"5"	1
"2796"	"8"	1
"2796"	"11"	1
"2796"	"14"	1
"2797"	"13"	1
"2798"	"5"	1
"2798"	"8"	1
"2798"	"11"	1
"2798"	"14"	1
"2800"	"12"	1
"2800"	"15"	1
"2801"	"9"	1
"2801"	"12"	1
"2801"	"15"	1
"2802"	"9"	1
"2802"	"12"	1
"2802"	"15"	1
"2803"	"9"	1
"2803"	"12"	1
"2803"	"15"	1
"2807"	"2"	1
"2807"	"4"	1
"2807"	"7"	1
"2807"	"10"	1
"2807"	"13"	1
"2807"	"15"	1
"2808"	"2"	1
"2808"	"5"	1
"2808"	"8"	1
"2808"	"11"	1
"2808"	"13"	1
"2873"	"9"	1
"2878"	"4"	1
"2878"	"5"	1
"2882"	"5"	1
"2882"	"6"	1
"2882"	"7"	1
"2882"	"8"	1
"2883"	"4"	1
"2883"	"5"	1
"2883"	"6"	1
"2883"	"7"	1
"2883"	"9"	1
"2885"	"3"	1
"2885"	"6"	1
"2885"	"8"	1
"2885"	"11"	1
"2885"	"14"	1
"2886"	"10"	1
"2887"	"12"	1
"2888"	"10"	1
"2889"	"2"	1
"2889"	"8"	1
"2889"	"14"	1
"2890"	"2"	1
"2890"	"9"	1
"2890"	"15"	1
"2891"	"5"	1
"2891"	"11"	1
"2892"	"10"	1
"2893"	"9"	1
"2893"	"15"	1
"2894"	"10"	1
"2895"	"9"	1
"2895"	"15"	1
"2896"	"9"	1
"2896"	"15"	1
"2898"	"9"	1
"2898"	"15"	1
"2899"	"7"	1
"2899"	"10"	1
"2899"	"13"	1
"2900"	"2"	1
"2900"	"4"	1
"2900"	"7"	1
"2900"	"10"	1
"2900"	"13"	1
"2901"	"9"	1
"2901"	"15"	1
"2902"	"5"	1
"2902"	"8"	1
"2902"	"11"	1
"2902"	"14"	1
"2903"	"11"	1
"2903"	"12"	1
"2903"	"14"	1
"2903"	"15"	1
"2906"	"5"	1
"2906"	"8"	1
"2906"	"11"	1
"2906"	"14"	1
"2907"	"7"	1
"2907"	"10"	1
"2907"	"13"	1
"2910"	"2"	1
"2910"	"3"	1
"2910"	"5"	1
"2910"	"6"	1
"2910"	"8"	1
"2910"	"9"	1
"2910"	"11"	1
"2910"	"12"	1
"2910"	"14"	1
"2910"	"15"	1
